Release date,Estimated owners,Peak CCU,Metacritic score,User score,Positive,Negative,Genres
"Aug 12, 2019",0 - 20000,0,0,0,2,1,"Adventure,Casual,Indie"
"Oct 23, 2018",0 - 20000,0,0,0,4,0,"Indie,Strategy,Early Access"
"Mar 31, 2020",0 - 20000,0,0,0,1,1,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access"
"Mar 18, 2021",0 - 20000,0,0,0,19,3,"Adventure,Casual,Indie,Early Access"
"Oct 29, 2013",50000 - 100000,0,0,0,180,54,"Adventure,Casual"
"Jan 23, 2020",0 - 20000,7,0,0,123,57,"Simulation,Sports"
"Oct 28, 2021",0 - 20000,0,0,0,24,4,"Action,Adventure,Indie"
"Oct 26, 2017",50000 - 100000,17,0,0,567,88,"Casual,Free to Play"
"Jul 24, 2021",0 - 20000,0,0,0,6,5,"Action,Adventure,Casual,Simulation"
"Jun 24, 2020",0 - 20000,0,0,0,0,0,"Casual,Indie"
"Mar 18, 2022",0 - 20000,0,0,0,5,2,"Action,Casual,Indie,Massively Multiplayer,Racing"
"Sep 8, 2017",0 - 20000,0,0,0,12,4,"Action,Adventure,Indie"
"Oct 28, 2016",0 - 20000,0,0,0,8,6,"Adventure,Indie,RPG"
"May 21, 2021",0 - 20000,0,0,0,21,12,"Adventure,Indie,RPG"
"Aug 30, 2006",20000 - 50000,79,0,0,644,46,Casual
"Aug 18, 2021",20000 - 50000,5,0,0,605,17,Adventure
"May 21, 2021",0 - 20000,0,0,0,3,0,"Action,Casual,Indie"
"May 21, 2020",50000 - 100000,0,0,0,8,2,Adventure
"Nov 23, 2018",20000 - 50000,1,0,0,463,570,"Indie,Simulation,Strategy"
"Jan 2, 2020",20000 - 50000,0,0,0,118,8,"Casual,Free to Play"
"Jan 12, 2015",20000 - 50000,1,0,0,98,23,"Action,Adventure,RPG"
"Oct 27, 2017",0 - 20000,0,0,0,1,2,"Action,Casual,Indie,RPG,Strategy,Early Access"
"Feb 1, 2021",0 - 20000,1,0,0,1,3,Audio Production
"Oct 8, 2021",0 - 20000,1,0,0,4,1,"Adventure,Casual"
"Apr 2, 2019",0 - 20000,0,0,0,42,7,"Action,Indie,Strategy"
"Oct 26, 2021",0 - 20000,0,0,0,0,0,Indie
"Oct 9, 2021",0 - 20000,0,0,0,0,1,"Casual,Simulation,Early Access"
"Apr 17, 2019",0 - 20000,0,0,0,26,11,"Action,Adventure,Casual,Indie,Racing,RPG,Simulation,Sports"
"Nov 1, 2021",0 - 20000,0,0,0,15,0,"Casual,Indie,Strategy"
"Jun 17, 2019",0 - 20000,0,0,0,2,1,"Action,Casual,Indie"
"May 5, 2020",0 - 20000,0,0,0,13,1,"Action,Adventure,Indie"
"Jun 24, 2021",0 - 20000,0,0,0,4,1,"Action,Free to Play,Indie"
"Sep 11, 2017",0 - 20000,0,0,0,3,3,"Adventure,Casual,Indie,Strategy"
"Nov 26, 2013",0 - 20000,0,0,0,39,36,"Casual,Indie,Simulation"
"Dec 19, 2016",0 - 20000,0,0,0,14,7,"Animation & Modeling,Design & Illustration,Utilities,Web Publishing,Early Access"
"Oct 30, 2020",0 - 20000,2,0,0,288,9,"Action,Indie,Strategy,Early Access"
"Jun 16, 2022",0 - 20000,9,0,0,26,5,"Adventure,Casual,Indie"
"Dec 24, 2019",0 - 20000,0,0,0,5,4,Action
"Feb 7, 2021",0 - 20000,0,0,0,22,3,Casual
"Jul 18, 2022",0 - 20000,0,0,0,0,0,"Casual,Indie"
"May 13, 2020",20000 - 50000,0,0,0,0,1,"Action,Adventure,RPG"
"Apr 5, 2022",0 - 20000,0,0,0,2,0,Education
"May 12, 2020",50000 - 100000,21,0,0,347,57,Utilities
"Feb 23, 2022",0 - 0,0,0,0,0,0,"Casual,Free to Play"
"Oct 26, 2021",0 - 20000,0,0,0,30,0,Action
"Jan 4, 2021",0 - 20000,0,0,0,0,0,"Adventure,Indie"
"Oct 19, 2020",500000 - 1000000,0,0,0,3,2,"Adventure,RPG"
"Dec 9, 2021",0 - 20000,0,0,0,10,1,"Adventure,Indie"
"Oct 17, 2016",500000 - 1000000,588,0,0,4643,135,"Casual,Indie,Strategy"
"Nov 17, 2015",0 - 20000,0,0,0,68,11,"Adventure,Casual,Indie,Simulation,Strategy"
"Aug 11, 2019",0 - 20000,0,0,0,23,6,"Adventure,RPG,Simulation,Strategy"
"May 13, 2022",20000 - 50000,4,0,0,959,107,"Action,Indie,Simulation"
"Aug 27, 2021",0 - 20000,1,0,0,10,14,"Indie,RPG,Simulation"
"Apr 7, 2020",0 - 20000,0,0,0,0,0,"Action,Indie"
"Oct 6, 2016",0 - 20000,0,0,0,3,5,"Simulation,Early Access"
"Aug 2, 2017",0 - 20000,0,0,0,65,7,"Action,Adventure,Indie,RPG,Strategy"
"Nov 29, 2021",0 - 0,0,0,0,0,0,
"Apr 29, 2016",50000 - 100000,0,0,0,54,32,"Casual,Indie,Strategy"
"May 10, 2021",0 - 20000,0,0,0,5,1,"Casual,Indie"
"Apr 17, 2022",0 - 20000,1,0,0,3,1,Casual
"Jul 1, 2020",0 - 20000,0,0,0,3,2,"Adventure,Casual,Indie,Racing"
"Jul 29, 2019",0 - 20000,0,0,0,10,1,"Adventure,Casual,Indie"
"May 21, 2021",0 - 0,0,0,0,0,0,"Indie,Sports"
"Nov 20, 2018",0 - 20000,0,0,0,1,9,"Action,Indie"
"Jul 10, 2022",0 - 20000,0,0,0,0,0,"Action,Adventure,Casual,Indie,Simulation,Strategy"
"Jul 22, 2019",0 - 20000,0,0,0,0,0,"Adventure,Indie"
"Apr 30, 2021",0 - 20000,0,0,0,1,0,"Indie,Simulation,Strategy"
"Feb 14, 2017",0 - 20000,0,0,0,130,17,"Casual,Indie,Simulation"
"Nov 29, 2018",0 - 20000,0,0,0,12,3,"Adventure,Indie,RPG"
"Aug 13, 2020",50000 - 100000,48,0,0,1198,47,"Action,Casual,Indie"
"Nov 29, 2017",0 - 20000,0,0,0,6,4,"Casual,Indie,Strategy"
"Oct 26, 2016",0 - 20000,0,0,0,15,6,"Action,Indie"
"Jan 19, 2021",0 - 20000,0,0,0,2,0,"Action,Casual,Indie"
"May 14, 2021",0 - 20000,0,0,0,0,4,Action
"May 17, 2018",50000 - 100000,9,0,0,105,82,Simulation
"Feb 15, 2022",20000 - 50000,0,0,0,97,11,"Adventure,Indie,Early Access"
"Oct 7, 2021",0 - 20000,0,0,0,8,7,Indie
"Feb 3, 2017",0 - 20000,0,0,0,1,4,"Action,Indie"
"Apr 18, 2017",20000 - 50000,4,0,0,657,77,Action
"Mar 29, 2021",0 - 20000,0,0,0,2,0,Action
"Jun 2, 2022",0 - 20000,1,0,0,12,0,"Action,Indie"
"Aug 2, 2021",0 - 20000,0,0,0,6,0,"Casual,Racing,Simulation,Sports,Early Access"
"Jun 9, 2022",0 - 0,0,0,0,0,0,"Action,Adventure,Free to Play,Massively Multiplayer,RPG"
"Aug 1, 2017",0 - 20000,0,0,0,99,3,Adventure
"Mar 9, 2015",0 - 20000,0,0,0,40,8,"Adventure,Casual"
"Mar 12, 2015",200000 - 500000,1,0,0,2241,220,"Adventure,Casual,Indie"
"May 2, 2012",0 - 0,0,0,0,0,0,
"Mar 29, 2022",0 - 0,0,0,0,0,0,"Casual,Free to Play,Indie,RPG,Simulation,Early Access"
"May 15, 2018",0 - 20000,1,0,0,27,2,"Action,Casual,Indie"
"Mar 1, 2019",50000 - 100000,0,0,0,170,21,"Adventure,Free to Play,Indie"
"Nov 15, 2013",1000000 - 2000000,890,78,0,6558,635,"Adventure,RPG"
"Oct 18, 2021",0 - 20000,0,0,0,0,0,Casual
"Jul 16, 2020",0 - 20000,0,0,0,10,0,"Action,Casual,Indie"
"Mar 9, 2022",0 - 20000,0,0,0,2,0,"Adventure,RPG"
"Nov 25, 2014",0 - 20000,0,0,0,145,22,"Action,Indie"
"May 12, 2016",100000 - 200000,6,0,0,1722,317,"Casual,Indie,Racing"
"Mar 21, 2018",0 - 20000,0,0,0,9,3,"Action,Adventure,Indie,RPG"
"May 5, 2022",0 - 0,0,0,0,0,0,
"Apr 15, 2020",200000 - 500000,28,0,0,1490,80,"Action,Free to Play,Indie"
"Oct 16, 2015",0 - 20000,1,0,0,462,29,"Action,Indie,RPG"
"Oct 11, 2018",0 - 20000,0,0,0,161,33,"Action,Casual"
"Apr 19, 2019",0 - 20000,0,0,0,0,0,Casual
"Sep 28, 2018",0 - 20000,0,0,0,16,0,"RPG,Strategy"
"Nov 13, 2018",0 - 20000,4,0,0,121,18,"Action,Indie,Simulation,Strategy,Early Access"
"Oct 2, 2015",20000 - 50000,1,0,0,126,90,"Casual,Indie,Simulation,Strategy"
"Aug 9, 2021",0 - 20000,0,0,0,3,4,"Adventure,Indie,RPG"
"Nov 30, 2017",0 - 20000,0,0,0,16,9,"Adventure,Indie"
"May 17, 2022",0 - 0,0,0,0,0,0,Simulation
"May 18, 2017",0 - 20000,2,0,0,27,2,"Simulation,Strategy"
"Mar 6, 2019",0 - 20000,0,0,0,7,2,Action
"Nov 19, 2020",0 - 20000,0,0,0,1,6,"Casual,Indie"
"Mar 21, 2022",0 - 20000,0,0,0,2,2,"Adventure,Casual,Indie"
"Feb 22, 2012",20000 - 50000,2,0,0,163,29,"Adventure,Casual"
"May 31, 2017",0 - 20000,0,0,0,17,22,"Action,Adventure,Early Access"
"Dec 18, 2019",0 - 20000,0,0,0,22,3,"Adventure,Casual,Indie,Simulation"
"Nov 1, 2016",100000 - 200000,9,76,0,1424,156,"Action,Indie,Simulation"
"Dec 5, 2016",50000 - 100000,0,0,0,118,26,"Action,Adventure,Free to Play,Indie"
"Apr 28, 2017",0 - 20000,1,0,0,427,43,"Adventure,Indie"
"Nov 5, 2019",0 - 20000,0,0,0,3,2,"Indie,Strategy"
"Jun 21, 2022",0 - 20000,9,0,0,29,7,"Action,Casual,Indie,RPG,Early Access"
"Aug 29, 2016",20000 - 50000,0,0,0,36,36,"Action,Indie"
"Feb 13, 2022",0 - 20000,1,0,0,0,0,"Casual,RPG,Simulation,Early Access"
"Mar 29, 2011",100000 - 200000,9,84,0,1616,788,Racing
"May 10, 2022",200000 - 500000,758,0,0,4639,542,"Adventure,Casual,Indie"
"Aug 23, 2021",0 - 20000,0,0,0,11,2,"Adventure,Indie"
"Aug 24, 2015",1000000 - 2000000,322,0,0,16835,706,"Casual,Indie,Simulation,Early Access"
"Nov 3, 2021",0 - 20000,4,0,0,61,2,"Adventure,Indie,RPG"
"Mar 14, 2017",0 - 20000,0,0,0,4,2,"Action,Adventure"
"May 27, 2020",0 - 20000,0,0,0,14,0,Indie
"Dec 14, 2017",0 - 20000,0,0,0,5,0,"Indie,RPG,Simulation"
"Feb 16, 2020",0 - 20000,1,0,0,93,17,"Adventure,Simulation,Strategy"
"Aug 10, 2017",0 - 20000,0,0,0,5,15,"Action,Casual,Racing,Sports"
"Jan 25, 2019",0 - 20000,0,0,0,2,3,"Action,Indie"
"Feb 22, 2022",0 - 20000,2,0,0,73,29,"Adventure,Casual,Indie,Simulation"
"May 5, 2022",0 - 0,0,0,0,0,0,
"Feb 3, 2021",0 - 20000,0,0,0,0,1,"Action,Indie"
"Aug 6, 2020",50000 - 100000,0,0,0,52,21,"Action,Adventure,Free to Play,Indie,RPG"
"May 5, 2014",20000 - 50000,0,0,0,29,9,Action
"Mar 4, 2016",20000 - 50000,0,0,0,0,9,Casual
"Oct 16, 2015",0 - 20000,0,0,0,44,13,Action
"Jun 1, 2022",20000 - 50000,37,0,0,284,52,"Action,Adventure,Casual,Indie,RPG,Early Access"
"Nov 27, 2019",0 - 20000,0,0,0,9,2,Strategy
"May 6, 2016",0 - 20000,0,0,0,12,4,"Simulation,Strategy"
"Apr 7, 2022",100000 - 200000,99,0,0,725,466,"Action,Adventure"
"Nov 14, 2019",0 - 20000,1,0,0,100,25,"Adventure,Casual"
"Feb 9, 2021",0 - 20000,0,0,0,7,0,Adventure
"Mar 10, 2017",50000 - 100000,3,0,0,69,107,"Adventure,Casual,Indie,RPG,Strategy"
"Jul 15, 2021",0 - 20000,1,0,0,106,0,"Adventure,Indie"
"May 12, 2014",100000 - 200000,1,0,0,91,16,"Casual,RPG"
"Sep 10, 2019",0 - 20000,0,0,0,1,0,"Adventure,Indie,RPG"
"May 25, 2016",0 - 20000,4,0,0,258,54,Adventure
"Mar 19, 2021",0 - 20000,0,0,0,2,1,"Action,Casual,Indie"
"Jun 1, 2017",100000 - 200000,6,0,0,256,66,"Adventure,Casual,Indie,Simulation,Sports"
"Nov 11, 2019",0 - 20000,0,0,0,15,1,"Casual,Indie,Simulation"
"Apr 14, 2022",0 - 20000,4,0,0,0,0,"Casual,Indie,Simulation"
"Dec 31, 2019",0 - 20000,0,0,0,1,0,"Action,Indie,Early Access"
"Dec 18, 2018",0 - 20000,0,0,0,70,13,"Action,Adventure,Indie,Early Access"
"Jan 20, 2022",0 - 20000,0,0,0,10,0,"Adventure,Indie"
"Oct 28, 2016",50000 - 100000,0,0,0,35,51,"Action,Adventure,Massively Multiplayer"
"Feb 1, 2016",20000 - 50000,0,0,0,59,36,"Casual,Racing"
"Feb 20, 2020",20000 - 50000,0,0,0,64,20,"Simulation,Strategy,Early Access"
"Jun 27, 2021",0 - 0,0,0,0,0,0,"Adventure,Casual,Indie,RPG,Strategy"
"May 12, 2020",20000 - 50000,0,0,0,174,10,"Adventure,Casual,Free to Play,Indie,RPG"
"Dec 28, 2015",100000 - 200000,2,0,0,1485,539,"Adventure,Casual,Indie,Simulation,Strategy"
"Jul 15, 2022",0 - 0,0,0,0,0,0,
"May 1, 2021",0 - 20000,0,0,0,0,0,"Casual,Indie"
"May 25, 2021",0 - 20000,0,0,0,0,4,"Action,Adventure,Indie,RPG,Simulation,Early Access"
"Aug 3, 2015",20000 - 50000,0,0,0,165,30,Indie
"Sep 2, 2015",50000 - 100000,0,0,0,241,45,"Adventure,Casual,Free to Play,Indie"
"Apr 23, 2021",20000 - 50000,0,0,0,9,2,"Adventure,Indie,RPG"
"Jul 25, 2018",0 - 20000,0,0,0,7,0,"Action,Indie"
"Jun 6, 2017",0 - 20000,0,0,0,70,13,"Action,Indie"
"Feb 22, 2019",0 - 20000,0,0,0,18,12,"Adventure,Casual,Indie"
"Mar 2, 2015",50000 - 100000,51,0,0,569,62,"Racing,Simulation,Sports"
"May 11, 2018",0 - 20000,0,0,0,200,11,"Adventure,Casual,Indie"
"Dec 17, 2021",0 - 20000,1,0,0,58,1,"Adventure,Casual,Indie"
"Dec 11, 2014",20000 - 50000,1,0,0,142,14,"Action,Indie"
"Oct 1, 2014",0 - 20000,0,0,0,8,12,Utilities
"Oct 20, 2017",0 - 20000,0,0,0,2,1,"Action,Adventure,Indie,Early Access"
"Jun 23, 2020",0 - 20000,2,0,0,375,11,"Casual,Indie,RPG,Strategy,Early Access"
"Feb 25, 2022",0 - 20000,0,0,0,8,0,"Action,Adventure,Indie,Early Access"
"Dec 20, 2021",50000 - 100000,0,0,0,29,7,"Action,Adventure,RPG"
"May 23, 2022",0 - 20000,0,0,0,4,1,"Action,Casual,Indie"
"Dec 31, 2021",0 - 0,0,0,0,0,0,
"Oct 22, 2020",0 - 20000,0,0,0,8,3,"Indie,RPG,Simulation,Early Access"
"Sep 10, 2018",0 - 20000,0,0,0,6,0,"Adventure,Casual"
"Sep 18, 2019",0 - 20000,0,63,0,49,23,"Adventure,Indie,Sports,Strategy"
"Jul 19, 2022",0 - 20000,2,0,0,1,0,"Action,Adventure"
"Mar 30, 2021",20000 - 50000,0,0,0,14,6,"Action,Adventure,Indie"
"Sep 16, 2020",0 - 20000,0,0,0,212,112,"Indie,RPG,Simulation,Strategy,Early Access"
"Nov 12, 2013",1000000 - 2000000,67,79,0,14900,2460,Action
"May 20, 2019",0 - 20000,0,85,0,262,18,"Action,Indie"
"Feb 26, 2013",200000 - 500000,4,85,0,2741,237,"Action,Indie"
"Jul 26, 2018",20000 - 50000,2,0,0,85,39,"Casual,Indie,Strategy"
"Apr 8, 2019",0 - 20000,0,0,0,2,1,"Adventure,Indie,RPG,Strategy"
"Nov 9, 2016",200000 - 500000,57,0,0,2536,878,"Action,Casual,Simulation"
"Mar 28, 2019",0 - 20000,0,0,0,7,3,"Casual,Indie,RPG,Strategy"
"May 19, 2022",0 - 20000,1,0,0,6,10,"Casual,Indie"
"Jun 4, 2020",20000 - 50000,3,83,0,289,71,"Action,Adventure"
"Oct 5, 2021",0 - 20000,0,0,0,6,0,"Action,Indie"
"Dec 15, 2020",0 - 20000,0,0,0,4,2,"Adventure,Casual,Indie"
"Feb 16, 2017",0 - 20000,0,0,0,4,0,"Adventure,Casual"
"Nov 18, 2021",0 - 20000,2,0,0,13,0,"Indie,RPG,Strategy"
"Nov 18, 2016",0 - 20000,0,0,0,11,20,"Indie,Simulation,Early Access"
"Jul 14, 2017",0 - 20000,0,0,0,12,2,"Casual,Indie"
